contractSymbol,lastTradeDate,spx_close,vix_close,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,date,option_type,filename
SPXW250313C05540000,2025-03-13 19:58:23+00:00,5521.52001953125,24.65999984741211,5540.0,0.03,0.0,0.05,-67.42,-99.95553,31276.0,32.0,0.0297948583984375,False,REGULAR,USD,2025-03-13,call,spx_0dte_calls_20250313_2055.csv
SPXW250313C05545000,2025-03-13 19:59:46+00:00,5521.52001953125,24.65999984741211,5545.0,0.03,0.0,0.05,-67.840004,-99.9558,20926.0,37.0,0.0366307275390624,False,REGULAR,USD,2025-03-13,call,spx_0dte_calls_20250313_2055.csv
SPXW250313C05550000,2025-03-13 19:59:50+00:00,5521.52001953125,24.65999984741211,5550.0,0.04,0.0,0.05,-59.059998,-99.93232,50817.0,150.0,0.0432224584960937,False,REGULAR,USD,2025-03-13,call,spx_0dte_calls_20250313_2055.csv
SPXW250313C05560000,2025-03-13 19:59:21+00:00,5521.52001953125,24.65999984741211,5560.0,0.03,0.0,0.05,-52.25,-99.94262,37142.0,97.0,0.0561617822265625,False,REGULAR,USD,2025-03-13,call,spx_0dte_calls_20250313_2055.csv
SPXW250313C05565000,2025-03-13 19:56:00+00:00,5521.52001953125,24.65999984741211,5565.0,0.03,0.0,0.05,-48.850002,-99.93862,29192.0,88.0,0.062509375,False,REGULAR,USD,2025-03-13,call,spx_0dte_calls_20250313_2055.csv
SPXW250313C05570000,2025-03-13 19:58:59+00:00,5521.52001953125,24.65999984741211,5570.0,0.03,0.0,0.05,-45.57,-99.93421,38308.0,104.0,0.0688569677734375,False,REGULAR,USD,2025-03-13,call,spx_0dte_calls_20250313_2055.csv
SPXW250820P06350000,2025-08-20 19:56:00+00:00,6395.77978515625,15.6899995803833,6350.0,0.03,0.0,0.05,-1.8100001,-98.36956,115805.0,4126.0,0.0568941967773437,False,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06355000,2025-08-20 19:59:12+00:00,6395.77978515625,15.6899995803833,6355.0,0.05,0.0,0.05,-2.24,-98.67841,68484.0,1892.0,0.0515231567382812,False,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06360000,2025-08-20 19:59:08+00:00,6395.77978515625,15.6899995803833,6360.0,0.05,0.0,0.05,-2.52,-98.82353,101602.0,2237.0,0.045907978515625,False,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06365000,2025-08-20 19:59:30+00:00,6395.77978515625,15.6899995803833,6365.0,0.03,0.0,0.05,-3.1000001,-99.04153,83929.0,1650.0,0.0401707312011718,False,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06370000,2025-08-20 19:58:44+00:00,6395.77978515625,15.6899995803833,6370.0,0.05,0.0,0.05,-3.55,-99.16201,103572.0,2550.0,0.0344334838867187,False,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06375000,2025-08-20 19:59:00+00:00,6395.77978515625,15.6899995803833,6375.0,0.05,0.0,0.05,-4.1499996,-99.282295,86890.0,4801.0,0.0285741674804687,False,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06380000,2025-08-20 19:59:50+00:00,6395.77978515625,15.6899995803833,6380.0,0.05,0.0,0.05,-4.85,-98.97959,91099.0,2685.0,0.0225927819824218,False,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06385000,2025-08-20 19:59:38+00:00,6395.77978515625,15.6899995803833,6385.0,0.05,0.0,0.05,-5.6699996,-99.47368,61100.0,1954.0,0.0163672583007812,False,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06390000,2025-08-20 19:59:56+00:00,6395.77978515625,15.6899995803833,6390.0,0.05,0.0,0.05,-6.5699997,-99.545456,61637.0,2316.0,0.00977552734375,False,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06395000,2025-08-20 19:59:56+00:00,6395.77978515625,15.6899995803833,6395.0,0.1,0.05,0.35,-7.7000003,-98.71795,60098.0,2129.0,0.0050148327636718,False,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06400000,2025-08-20 19:59:56+00:00,6395.77978515625,15.6899995803833,6400.0,3.9,3.7,4.4,-5.2000003,-61.17647,66458.0,5636.0,0.0102638037109375,True,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06405000,2025-08-20 19:59:37+00:00,6395.77978515625,15.6899995803833,6405.0,8.9,8.6,9.4,-1.8500004,-15.839044,22507.0,1988.0,0.0183813983154296,True,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06410000,2025-08-20 19:59:55+00:00,6395.77978515625,15.6899995803833,6410.0,13.5,13.5,14.4,1.2299995,10.106816,9459.0,2104.0,0.025827612915039,True,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06415000,2025-08-20 19:58:47+00:00,6395.77978515625,15.6899995803833,6415.0,18.5,17.5,20.5,4.2799997,27.937334,3726.0,1275.0,0.0532321240234375,True,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
